,Date,Location,MinTemp,MaxTemp,Rainfall
423,2013-05-15,Albury,6.1,13.7,7.4
424,2013-05-16,Albury,9.1,14.0,1.4
425,2013-05-17,Albury,3.5,14.9,1.6
426,2013-05-18,Albury,1.4,13.1,0.0
427,2013-05-19,Albury,0.6,15.0,0.2
428,2013-05-20,Albury,2.9,14.6,1.4
429,2013-05-21,Albury,5.3,14.9,1.0
430,2013-05-22,Albury,2.8,13.5,0.0
431,2013-05-23,Albury,5.4,17.2,0.0
432,2013-05-24,Albury,1.4,17.4,0.0
433,2013-05-25,Albury,-0.2,16.3,0.0
434,2013-05-26,Albury,1.3,12.8,0.2
435,2013-05-27,Albury,1.1,16.6,0.0
436,2013-05-28,Albury,2.7,18.0,0.2
437,2013-05-29,Albury,4.2,19.3,0.0
438,2013-05-30,Albury,7.8,15.2,0.6
439,2013-05-31,Albury,11.2,17.6,16.0
440,2013-06-01,Albury,10.3,15.4,19.4
441,2013-06-02,Albury,11.4,17.3,53.4
442,2013-06-03,Albury,0.6,14.3,0.2
443,2013-06-04,Albury,1.9,14.5,0.0
444,2013-06-05,Albury,3.5,13.6,0.0
445,2013-06-06,Albury,5.8,15.0,0.4
446,2013-06-07,Albury,8.5,16.9,1.2
447,2013-06-08,Albury,1.7,14.6,1.0
448,2013-06-09,Albury,0.6,13.8,0.2
449,2013-06-10,Albury,3.1,13.8,0.0
450,2013-06-11,Albury,3.4,15.6,0.0
451,2013-06-12,Albury,4.9,11.8,15.0
452,2013-06-13,Albury,10.0,13.4,16.8
453,2013-06-14,Albury,4.3,12.2,3.6
454,2013-06-15,Albury,1.2,15.4,0.2
455,2013-06-16,Albury,-0.2,14.3,0.0
456,2013-06-17,Albury,0.3,10.4,0.2
457,2013-06-18,Albury,3.1,15.5,0.6
458,2013-06-19,Albury,0.8,14.5,0.0
459,2013-06-20,Albury,0.0,14.1,0.0
460,2013-06-21,Albury,-0.5,13.2,0.2
461,2013-06-22,Albury,-1.3,13.9,0.0
462,2013-06-23,Albury,-0.4,14.1,0.0
463,2013-06-24,Albury,2.0,13.1,0.0
464,2013-06-25,Albury,7.8,17.0,1.0
465,2013-06-26,Albury,0.9,16.8,0.0
466,2013-06-27,Albury,-0.1,14.1,0.0
467,2013-06-28,Albury,2.0,16.0,0.0
468,2013-06-29,Albury,4.3,18.4,0.0
469,2013-06-30,Albury,1.4,15.7,0.0
470,2013-07-01,Albury,2.0,12.9,0.0
471,2013-07-02,Albury,7.4,16.0,0.6
472,2013-07-03,Albury,3.1,14.8,0.0
473,2013-07-04,Albury,1.9,15.4,0.2
474,2013-07-05,Albury,8.4,12.2,0.0
475,2013-07-06,Albury,4.8,13.3,1.6
476,2013-07-07,Albury,6.1,13.0,2.2
477,2013-07-08,Albury,4.6,13.9,2.6
478,2013-07-09,Albury,-0.5,12.6,0.0
479,2013-07-10,Albury,3.2,14.9,0.2
480,2013-07-11,Albury,1.7,15.1,0.0
481,2013-07-12,Albury,1.5,15.8,0.0
482,2013-07-13,Albury,5.0,14.8,0.0
483,2013-07-14,Albury,8.0,14.0,5.0
484,2013-07-15,Albury,11.1,14.6,5.0
485,2013-07-16,Albury,10.1,15.5,2.4
486,2013-07-17,Albury,11.1,18.0,2.0
487,2013-07-18,Albury,12.1,20.5,0.0
488,2013-07-19,Albury,13.5,17.3,33.6
489,2013-07-20,Albury,8.3,11.9,4.4
490,2013-07-21,Albury,4.5,11.2,7.2
491,2013-07-22,Albury,4.4,11.7,0.0
492,2013-07-23,Albury,3.4,12.4,0.6
493,2013-07-24,Albury,1.9,14.7,0.0
494,2013-07-25,Albury,0.8,11.3,0.0
495,2013-07-26,Albury,3.5,12.8,0.0
496,2013-07-27,Albury,0.3,13.9,0.0
497,2013-07-28,Albury,3.0,16.1,0.2
498,2013-07-29,Albury,6.2,17.7,5.0
499,2013-07-30,Albury,5.7,13.2,0.2
500,2013-07-31,Albury,5.0,14.5,0.0
501,2013-08-01,Albury,2.8,14.3,0.0
502,2013-08-02,Albury,7.0,15.9,0.0
503,2013-08-03,Albury,4.7,10.4,1.2
504,2013-08-04,Albury,6.3,13.1,1.0
505,2013-08-05,Albury,7.4,13.3,1.6
506,2013-08-06,Albury,8.0,13.6,2.8
507,2013-08-07,Albury,3.4,11.5,0.4
508,2013-08-08,Albury,5.9,15.9,8.2
509,2013-08-09,Albury,2.6,11.2,0.0
510,2013-08-10,Albury,5.7,16.6,2.8
511,2013-08-11,Albury,2.9,15.6,0.0
512,2013-08-12,Albury,5.8,14.9,17.2
513,2013-08-13,Albury,4.6,14.5,1.2
514,2013-08-14,Albury,7.4,18.4,0.0
515,2013-08-15,Albury,1.8,14.1,6.6
516,2013-08-16,Albury,2.1,16.2,0.0
517,2013-08-17,Albury,6.4,14.4,3.8
518,2013-08-18,Albury,4.7,18.3,0.6
519,2013-08-19,Albury,6.6,11.3,6.0
520,2013-08-20,Albury,1.5,10.7,9.8
521,2013-08-21,Albury,2.2,11.0,0.2
522,2013-08-22,Albury,6.4,11.9,4.2
523,2013-08-23,Albury,8.6,12.3,8.8
524,2013-08-24,Albury,6.0,15.0,4.2
525,2013-08-25,Albury,8.1,16.2,0.0
526,2013-08-26,Albury,9.5,17.1,0.0
527,2013-08-27,Albury,8.1,17.8,0.4
528,2013-08-28,Albury,5.4,20.8,0.0
529,2013-08-29,Albury,9.8,20.0,2.8
530,2013-08-30,Albury,10.2,18.5,3.6
531,2013-08-31,Albury,6.1,20.7,0.2
532,2013-09-01,Albury,5.3,22.2,0.0
533,2013-09-02,Albury,7.0,23.8,0.0
534,2013-09-03,Albury,8.0,23.3,0.0
535,2013-09-04,Albury,7.5,23.7,0.0
536,2013-09-05,Albury,11.9,22.6,0.0
537,2013-09-06,Albury,13.6,20.9,0.0
538,2013-09-07,Albury,10.1,19.8,0.0
539,2013-09-08,Albury,4.8,18.8,0.2
540,2013-09-09,Albury,7.9,23.4,0.0
541,2013-09-10,Albury,12.5,17.5,0.0
542,2013-09-11,Albury,6.2,16.0,0.4
543,2013-09-12,Albury,2.4,15.4,0.0
544,2013-09-13,Albury,2.6,14.7,0.0
545,2013-09-14,Albury,6.4,19.3,0.8
546,2013-09-15,Albury,3.7,20.3,0.2
547,2013-09-16,Albury,7.7,13.6,3.2
548,2013-09-17,Albury,10.8,18.4,37.4
549,2013-09-18,Albury,11.2,18.7,0.2
550,2013-09-19,Albury,7.7,14.0,1.2
551,2013-09-20,Albury,7.3,14.9,2.0
552,2013-09-21,Albury,5.2,17.6,0.4
553,2013-09-22,Albury,5.8,20.4,0.2
554,2013-09-23,Albury,6.1,23.9,0.2
555,2013-09-24,Albury,14.2,22.3,0.0
556,2013-09-25,Albury,10.6,24.0,0.2
557,2013-09-26,Albury,10.3,16.7,0.8
